model_name,accuracy
model_22_7974.pth,0.995
model_22_7975.pth,0.999
model_22_7976.pth,0.998
model_22_7977.pth,0.999
model_22_7978.pth,0.999
model_22_7979.pth,0.999
model_22_7980.pth,0.999
model_22_7981.pth,0.997
model_22_7982.pth,0.999
model_22_7983.pth,0.997
model_22_7984.pth,0.997
model_22_7985.pth,0.998
model_22_7986.pth,0.999
model_22_7987.pth,0.998
model_22_7988.pth,0.998
model_22_7989.pth,0.999
model_22_7990.pth,0.997
model_22_7991.pth,0.999
model_22_7992.pth,0.999
model_22_7993.pth,0.999
model_22_7994.pth,0.994
model_22_7995.pth,1.0
model_22_7996.pth,0.999
model_22_7997.pth,0.999
model_22_7998.pth,1.0
model_22_7999.pth,0.999
model_22_8000.pth,0.999
model_22_8001.pth,0.999
model_22_8002.pth,0.999
model_22_8003.pth,0.999
model_22_8004.pth,0.999
model_22_8005.pth,0.999
model_22_8006.pth,1.0
model_22_8007.pth,1.0
model_22_8008.pth,0.999
model_22_8009.pth,0.999
model_22_8010.pth,0.999
model_22_8011.pth,1.0
model_22_8012.pth,0.999
model_22_8013.pth,1.0
model_22_8014.pth,0.999
model_22_8015.pth,1.0
model_22_8016.pth,0.999
model_22_8017.pth,0.999
model_22_8018.pth,0.998
model_22_8019.pth,0.999
model_22_8020.pth,0.999
model_22_8021.pth,0.999
model_22_8022.pth,0.999
model_22_8023.pth,1.0
model_22_8024.pth,0.999
model_22_8025.pth,1.0
model_22_8026.pth,0.999
model_22_8027.pth,0.999
model_22_8028.pth,1.0
model_22_8029.pth,0.999
model_22_8030.pth,0.999
model_22_8031.pth,0.999
model_22_8032.pth,0.999
model_22_8033.pth,1.0
model_22_8034.pth,0.999
model_22_8035.pth,0.999
model_22_8036.pth,0.999
model_22_8037.pth,0.999
model_22_8038.pth,0.999
model_22_8039.pth,0.999
model_22_8040.pth,0.999
model_22_8041.pth,0.999
model_22_8042.pth,0.997
model_22_8043.pth,0.999
model_22_8044.pth,0.999
model_22_8045.pth,0.999
model_22_8046.pth,0.998
model_22_8047.pth,0.999
model_22_8048.pth,0.999
model_22_8049.pth,0.999
model_22_8050.pth,0.999
model_22_8051.pth,0.999
model_22_8052.pth,0.999
model_22_8053.pth,0.999
model_22_8054.pth,0.999
model_22_8055.pth,0.999
model_22_8056.pth,0.999
model_22_8057.pth,0.999
model_22_8058.pth,0.999
model_22_8059.pth,0.999
model_22_8060.pth,0.999
model_22_8061.pth,0.999
model_22_8062.pth,0.999
model_22_8063.pth,0.998
model_22_8064.pth,0.996
model_22_8065.pth,0.999
model_22_8066.pth,0.997
model_22_8067.pth,0.999
model_22_8068.pth,0.999
model_22_8069.pth,1.0
model_22_8070.pth,0.999
model_22_8071.pth,1.0
model_22_8072.pth,1.0
model_22_8073.pth,0.999
model_22_8074.pth,0.997
model_22_8075.pth,0.999
model_22_8076.pth,0.999
model_22_8077.pth,0.999
model_22_8078.pth,1.0
model_22_8079.pth,1.0
model_22_8080.pth,0.999
model_22_8081.pth,0.998
model_22_8082.pth,0.999
model_22_8083.pth,0.999
model_22_8084.pth,0.999
model_22_8085.pth,0.999
model_22_8086.pth,0.999
model_22_8087.pth,0.999
model_22_8088.pth,0.999
model_22_8089.pth,0.999
model_22_8090.pth,0.999
model_22_8091.pth,0.999
model_22_8092.pth,0.999
model_22_8093.pth,1.0
model_22_8094.pth,0.999
model_22_8095.pth,1.0
model_22_8096.pth,0.999
model_22_8097.pth,0.999
model_22_8098.pth,0.999
model_22_8099.pth,1.0
model_22_8100.pth,0.999
model_22_8101.pth,0.999
model_22_8102.pth,0.999
model_22_8103.pth,0.999
model_22_8104.pth,0.999
model_22_8105.pth,0.999
model_22_8106.pth,1.0
model_22_8107.pth,0.999
model_22_8108.pth,1.0
model_22_8109.pth,0.999
model_22_8110.pth,1.0
model_22_8111.pth,0.999
model_22_8112.pth,0.998
model_22_8113.pth,0.999
model_22_8114.pth,0.999
model_22_8115.pth,0.999
model_22_8116.pth,1.0
model_22_8117.pth,1.0
model_22_8118.pth,0.999
model_22_8119.pth,0.999
model_22_8120.pth,0.999
model_22_8121.pth,0.999
model_22_8122.pth,0.999
model_22_8123.pth,0.999
model_22_8124.pth,1.0
model_22_8125.pth,1.0
model_22_8126.pth,0.999
model_22_8127.pth,0.999
model_22_8128.pth,0.999
model_22_8129.pth,0.999
model_22_8130.pth,1.0
model_22_8131.pth,1.0
model_22_8132.pth,0.999
model_22_8133.pth,0.999
model_22_8134.pth,1.0
model_22_8135.pth,0.999
model_22_8136.pth,1.0
model_22_8137.pth,0.997
model_22_8138.pth,0.999
model_22_8139.pth,0.999
model_22_8140.pth,0.999
model_22_8141.pth,0.999
model_22_8142.pth,0.999
model_22_8143.pth,0.999
model_22_8144.pth,1.0
model_22_8145.pth,0.999
model_22_8146.pth,0.999
model_22_8147.pth,0.999
model_22_8148.pth,1.0
model_22_8149.pth,0.999
model_22_8150.pth,0.999
model_22_8151.pth,0.998
model_22_8152.pth,0.998
model_22_8153.pth,0.999
model_22_8154.pth,0.999
model_22_8155.pth,1.0
model_22_8156.pth,0.997
model_22_8157.pth,0.999
model_22_8158.pth,1.0
model_22_8159.pth,0.999
model_22_8160.pth,0.999
model_22_8161.pth,1.0
model_22_8162.pth,0.997
model_22_8163.pth,1.0
model_22_8164.pth,1.0
model_22_8165.pth,0.999
model_22_8166.pth,0.998
model_22_8167.pth,0.999
model_22_8168.pth,1.0
model_22_8169.pth,0.999
model_22_8170.pth,0.999
model_22_8171.pth,0.999
model_22_8172.pth,0.999
model_22_8173.pth,0.999
model_22_8174.pth,0.999
model_22_8175.pth,0.997
model_22_8176.pth,1.0
model_22_8177.pth,0.999
model_22_8178.pth,0.999
model_22_8179.pth,0.999
model_22_8180.pth,0.999
model_22_8181.pth,0.999
model_22_8182.pth,1.0
model_22_8183.pth,1.0
model_22_8184.pth,0.999
model_22_8185.pth,0.999
model_22_8186.pth,0.999
model_22_8187.pth,0.999
model_22_8188.pth,0.999
model_22_8189.pth,0.999
model_22_8190.pth,0.999
model_22_8191.pth,0.999
model_22_8192.pth,0.999
model_22_8193.pth,0.999
model_22_8194.pth,1.0
model_22_8195.pth,0.999
model_22_8196.pth,0.999
model_22_8197.pth,0.998
model_22_8198.pth,0.999
model_22_8199.pth,0.999
model_22_8200.pth,0.999
model_22_8201.pth,0.999
model_22_8202.pth,0.997
model_22_8203.pth,0.999
model_22_8204.pth,0.999
model_22_8205.pth,0.999
model_22_8206.pth,0.999
model_22_8207.pth,0.999
model_22_8208.pth,0.999
model_22_8209.pth,0.999
model_22_8210.pth,0.999
model_22_8211.pth,1.0
model_22_8212.pth,1.0
model_22_8213.pth,0.999
model_22_8214.pth,0.999
model_22_8215.pth,1.0
model_22_8216.pth,0.999
model_22_8217.pth,1.0
model_22_8218.pth,0.999
model_22_8219.pth,0.999
model_22_8220.pth,0.999
model_22_8221.pth,0.999
model_22_8222.pth,0.999
model_22_8223.pth,1.0
model_22_8224.pth,0.999
model_22_8225.pth,1.0
model_22_8226.pth,0.999
model_22_8227.pth,0.997
model_22_8228.pth,0.999
model_22_8229.pth,0.999
model_22_8230.pth,0.999
model_22_8231.pth,0.999
model_22_8232.pth,0.999
model_22_8233.pth,0.999
model_22_8234.pth,0.999
model_22_8235.pth,0.999
model_22_8236.pth,1.0
model_22_8237.pth,0.999
model_22_8238.pth,0.999
model_22_8239.pth,0.999
model_22_8240.pth,0.999
model_22_8241.pth,0.997
model_22_8242.pth,0.999
model_22_8243.pth,0.999
model_22_8244.pth,0.999
model_22_8245.pth,0.999
model_22_8246.pth,0.999
model_22_8247.pth,0.999
model_22_8248.pth,0.997
model_22_8249.pth,0.998
model_22_8250.pth,0.998
model_22_8251.pth,1.0
model_22_8252.pth,0.999
model_22_8253.pth,0.999
model_22_8254.pth,0.999
model_22_8255.pth,0.999
model_22_8256.pth,0.999
model_22_8257.pth,1.0
model_22_8258.pth,0.999
model_22_8259.pth,1.0
model_22_8260.pth,0.999
model_22_8261.pth,0.999
model_22_8262.pth,0.999
model_22_8263.pth,0.999
model_22_8264.pth,0.999
model_22_8265.pth,0.999
model_22_8266.pth,1.0
model_22_8267.pth,0.999
model_22_8268.pth,0.999
model_22_8269.pth,0.999
model_22_8270.pth,0.999
model_22_8271.pth,0.999
model_22_8272.pth,1.0
model_22_8273.pth,0.999
model_22_8274.pth,0.999
model_22_8275.pth,1.0
model_22_8276.pth,0.999
model_22_8277.pth,1.0
model_22_8278.pth,0.997
model_22_8279.pth,0.999
model_22_8280.pth,0.999
model_22_8281.pth,0.999
model_22_8282.pth,0.998
model_22_8283.pth,0.999
model_22_8284.pth,0.999
model_22_8285.pth,0.999
model_22_8286.pth,0.999
model_22_8287.pth,0.999
model_22_8288.pth,0.999
model_22_8289.pth,0.999
model_22_8290.pth,0.999
model_22_8291.pth,0.999
model_22_8292.pth,0.999
model_22_8293.pth,0.999
model_22_8294.pth,0.999
model_22_8295.pth,0.999
model_22_8296.pth,0.997
model_22_8297.pth,1.0
model_22_8298.pth,1.0
model_22_8299.pth,1.0
model_22_8300.pth,0.999
model_22_8301.pth,0.999
model_22_8302.pth,0.999
model_22_8303.pth,0.999
model_22_8304.pth,0.997
model_22_8305.pth,0.999
model_22_8306.pth,0.999
model_22_8307.pth,0.997
model_22_8308.pth,0.999
model_22_8309.pth,0.999
model_22_8310.pth,0.999
model_22_8311.pth,0.999
model_22_8312.pth,0.999
model_22_8313.pth,0.999
model_22_8314.pth,1.0
model_22_8315.pth,0.999
model_22_8316.pth,0.997
model_22_8317.pth,0.999
model_22_8318.pth,0.999
model_22_8319.pth,0.999
model_22_8320.pth,0.998
model_22_8321.pth,0.999
model_22_8322.pth,0.999
model_22_8323.pth,1.0
model_22_8324.pth,0.999
model_22_8325.pth,0.999
model_22_8326.pth,1.0
model_22_8327.pth,0.998
model_22_8328.pth,0.999
model_22_8329.pth,0.999
model_22_8330.pth,0.999
model_22_8331.pth,0.999
model_22_8332.pth,0.999
model_22_8333.pth,1.0
model_22_8334.pth,0.998
model_22_8335.pth,0.997
model_22_8336.pth,0.999
model_22_8337.pth,0.999
model_22_8338.pth,0.999
model_22_8339.pth,0.999
model_22_8340.pth,0.998
model_22_8341.pth,1.0
model_22_8342.pth,0.999
model_22_8343.pth,0.999
model_22_8344.pth,1.0
model_22_8345.pth,0.999
model_22_8346.pth,0.997
model_22_8347.pth,0.999
model_22_8348.pth,0.999
model_22_8349.pth,0.998
model_22_8350.pth,0.999
model_22_8351.pth,0.995
model_22_8352.pth,0.999
model_22_8353.pth,0.998
model_22_8354.pth,0.999
model_22_8355.pth,0.999
model_22_8356.pth,0.999
model_22_8357.pth,0.999
model_22_8358.pth,0.998
model_22_8359.pth,0.999
model_22_8360.pth,1.0
model_22_8361.pth,0.999
model_22_8362.pth,0.999
model_22_8363.pth,0.999
model_22_8364.pth,0.997
model_22_8365.pth,0.999
model_22_8366.pth,0.999
model_22_8367.pth,0.999
model_22_8368.pth,0.997
model_22_8369.pth,1.0
model_22_8370.pth,0.995
model_22_8371.pth,1.0
model_22_8372.pth,0.999
model_22_8373.pth,0.997
model_22_8374.pth,0.999
model_22_8375.pth,0.999
model_22_8376.pth,0.999
model_22_8377.pth,0.995
model_22_8378.pth,0.999
model_22_8379.pth,0.999
model_22_8380.pth,1.0
model_22_8381.pth,0.999
model_22_8382.pth,0.999
model_22_8383.pth,0.999
model_22_8384.pth,0.999
model_22_8385.pth,0.999
model_22_8386.pth,0.997
model_22_8387.pth,0.999
model_22_8388.pth,0.999
model_22_8389.pth,0.999
model_22_8390.pth,0.999
model_22_8391.pth,0.999
model_22_8392.pth,1.0
model_22_8393.pth,0.999
model_22_8394.pth,0.999
model_22_8395.pth,0.999
model_22_8396.pth,0.999
model_22_8397.pth,1.0
model_22_8398.pth,0.999
model_22_8399.pth,0.999
model_22_8400.pth,0.999
model_22_8401.pth,0.999
model_22_8402.pth,0.999
model_22_8403.pth,0.999
model_22_8404.pth,0.999
model_22_8405.pth,0.999
model_22_8406.pth,0.999
model_22_8407.pth,0.999
model_22_8408.pth,1.0
model_22_8409.pth,0.999
model_22_8410.pth,0.999
model_22_8411.pth,0.999
model_22_8412.pth,0.999
model_22_8413.pth,0.997
model_22_8414.pth,0.999
model_22_8415.pth,0.999
model_22_8416.pth,0.999
model_22_8417.pth,1.0
model_22_8418.pth,0.998
model_22_8419.pth,0.999
model_22_8420.pth,0.999
model_22_8421.pth,0.999
model_22_8422.pth,1.0
model_22_8423.pth,0.999
model_22_8424.pth,0.999
model_22_8425.pth,0.999
model_22_8426.pth,0.999
model_22_8427.pth,0.999
model_22_8428.pth,0.999
model_22_8429.pth,0.995
model_22_8430.pth,0.999
model_22_8431.pth,0.999
model_22_8432.pth,0.999
model_22_8433.pth,0.999
model_22_8434.pth,0.999
model_22_8435.pth,1.0
model_22_8436.pth,1.0
model_22_8437.pth,0.999
model_22_8438.pth,0.999
model_22_8439.pth,0.999
model_22_8440.pth,1.0
model_22_8441.pth,0.999
model_22_8442.pth,0.999
model_22_8443.pth,0.999
model_22_8444.pth,0.999
model_22_8445.pth,0.999
model_22_8446.pth,0.999
model_22_8447.pth,0.999
model_22_8448.pth,0.999
model_22_8449.pth,0.999
model_22_8450.pth,0.999
model_22_8451.pth,0.997
model_22_8452.pth,0.999
model_22_8453.pth,0.999
model_22_8454.pth,0.998
model_22_8455.pth,0.999
model_22_8456.pth,1.0
model_22_8457.pth,0.999
model_22_8458.pth,0.999
model_22_8459.pth,0.999
model_22_8460.pth,0.999
model_22_8461.pth,0.999
model_22_8462.pth,1.0
model_22_8463.pth,1.0
model_22_8464.pth,0.999
model_22_8465.pth,0.999
model_22_8466.pth,0.999
model_22_8467.pth,0.999
model_22_8468.pth,0.999
model_22_8469.pth,0.998
model_22_8470.pth,0.999
model_22_8471.pth,0.998
model_22_8472.pth,0.999
model_22_8473.pth,1.0
model_22_8474.pth,0.999
model_22_8475.pth,0.999
model_22_8476.pth,0.999
model_22_8477.pth,0.997
model_22_8478.pth,0.999
model_22_8479.pth,0.998
model_22_8480.pth,1.0
model_22_8481.pth,0.999
model_22_8482.pth,1.0
model_22_8483.pth,0.997
model_22_8484.pth,0.999
model_22_8485.pth,0.999
model_22_8486.pth,0.997
model_22_8487.pth,1.0
model_22_8488.pth,0.999
model_22_8489.pth,0.997
model_22_8490.pth,0.999
model_22_8491.pth,1.0
model_22_8492.pth,0.998
model_22_8493.pth,0.999
model_22_8494.pth,0.999
model_22_8495.pth,0.999
model_22_8496.pth,0.999
model_22_8497.pth,1.0
model_22_8498.pth,0.999
model_22_8499.pth,0.999
model_22_8500.pth,0.999
model_22_8501.pth,0.999
model_22_8502.pth,0.999
model_22_8503.pth,0.999
model_22_8504.pth,0.999
model_22_8505.pth,0.999
model_22_8506.pth,0.999
model_22_8507.pth,1.0
model_22_8508.pth,0.997
model_22_8509.pth,0.999
model_22_8510.pth,0.999
model_22_8511.pth,0.999
model_22_8512.pth,0.999
model_22_8513.pth,0.999
model_22_8514.pth,0.993
model_22_8515.pth,0.999
model_22_8516.pth,0.999
model_22_8517.pth,0.999
model_22_8518.pth,1.0
model_22_8519.pth,0.999
model_22_8520.pth,1.0
model_22_8521.pth,0.999
model_22_8522.pth,0.999
model_22_8523.pth,0.999
model_22_8524.pth,0.999
model_22_8525.pth,0.999
model_22_8526.pth,0.999
model_22_8527.pth,0.999
model_22_8528.pth,0.998
model_22_8529.pth,0.999
model_22_8530.pth,0.999
model_22_8531.pth,0.999
model_22_8532.pth,0.999
model_22_8533.pth,0.998
model_22_8534.pth,0.999
model_22_8535.pth,1.0
model_22_8536.pth,0.999
model_22_8537.pth,0.999
model_22_8538.pth,0.999
model_22_8539.pth,1.0
model_22_8540.pth,0.999
model_22_8541.pth,0.998
model_22_8542.pth,0.998
model_22_8543.pth,0.999
model_22_8544.pth,0.999
model_22_8545.pth,0.999
model_22_8546.pth,1.0
model_22_8547.pth,0.999
model_22_8548.pth,0.997
model_22_8549.pth,0.999
model_22_8550.pth,0.999
model_22_8551.pth,0.999
model_22_8552.pth,0.999
model_22_8553.pth,0.999
model_22_8554.pth,0.999
model_22_8555.pth,0.997
model_22_8556.pth,0.999
model_22_8557.pth,0.997
model_22_8558.pth,0.999
model_22_8559.pth,1.0
model_22_8560.pth,0.999
model_22_8561.pth,0.999
model_22_8562.pth,0.999
model_22_8563.pth,0.999
model_22_8564.pth,0.993
model_22_8565.pth,0.999
model_22_8566.pth,1.0
model_22_8567.pth,0.999
model_22_8568.pth,0.998
model_22_8569.pth,0.999
model_22_8570.pth,0.999
model_22_8571.pth,0.999
model_22_8572.pth,0.999
model_22_8573.pth,0.999
model_22_8574.pth,0.999
model_22_8575.pth,0.999
model_22_8576.pth,0.999
model_22_8577.pth,0.999
model_22_8578.pth,1.0
model_22_8579.pth,0.999
model_22_8580.pth,1.0
model_22_8581.pth,1.0
model_22_8582.pth,0.999
model_22_8583.pth,0.999
model_22_8584.pth,0.999
model_22_8585.pth,0.999
model_22_8586.pth,0.999
model_22_8587.pth,0.998
model_22_8588.pth,0.999
model_22_8589.pth,0.999
model_22_8590.pth,1.0
model_22_8591.pth,1.0
model_22_8592.pth,1.0
model_22_8593.pth,0.999
model_22_8594.pth,0.999
model_22_8595.pth,1.0
model_22_8596.pth,1.0
model_22_8597.pth,0.999
model_22_8598.pth,0.998
model_22_8599.pth,0.999
model_22_8600.pth,0.999
model_22_8601.pth,0.999
model_22_8602.pth,0.999
model_22_8603.pth,0.997
model_22_8604.pth,0.999
model_22_8605.pth,0.999
model_22_8606.pth,0.999
model_22_8607.pth,0.999
model_22_8608.pth,0.999
model_22_8609.pth,0.999
model_22_8610.pth,0.998
model_22_8611.pth,1.0
model_22_8612.pth,1.0
model_22_8613.pth,0.998
model_22_8614.pth,0.999
model_22_8615.pth,0.999
model_22_8616.pth,0.999
model_22_8617.pth,0.995
model_22_8618.pth,0.999
model_22_8619.pth,1.0
model_22_8620.pth,1.0
model_22_8621.pth,0.999
model_22_8622.pth,0.999
model_22_8623.pth,1.0
model_22_8624.pth,0.999
model_22_8625.pth,0.999
model_22_8626.pth,0.999
model_22_8627.pth,0.999
model_22_8628.pth,0.999
model_22_8629.pth,0.999
model_22_8630.pth,0.999
model_22_8631.pth,0.999
model_22_8632.pth,0.999
model_22_8633.pth,0.999
model_22_8634.pth,0.999
model_22_8635.pth,0.999
model_22_8636.pth,0.999
model_22_8637.pth,0.998
model_22_8638.pth,0.999
model_22_8639.pth,0.997
model_22_8640.pth,0.999
model_22_8641.pth,0.999
model_22_8642.pth,0.999
model_22_8643.pth,0.999
model_22_8644.pth,0.997
model_22_8645.pth,0.999
model_22_8646.pth,0.999
model_22_8647.pth,0.997
model_22_8648.pth,0.999
model_22_8649.pth,0.999
model_22_8650.pth,0.999
model_22_8651.pth,1.0
model_22_8652.pth,0.999
model_22_8653.pth,0.997
model_22_8654.pth,0.999
model_22_8655.pth,0.999
model_22_8656.pth,1.0
model_22_8657.pth,0.999
model_22_8658.pth,0.997
model_22_8659.pth,0.999
model_22_8660.pth,0.999
model_22_8661.pth,1.0
model_22_8662.pth,0.999
model_22_8663.pth,0.999
model_22_8664.pth,1.0
model_22_8665.pth,0.999
model_22_8666.pth,0.999
model_22_8667.pth,1.0
model_22_8668.pth,0.999
model_22_8669.pth,1.0
model_22_8670.pth,0.999
model_22_8671.pth,1.0
model_22_8672.pth,0.999
model_22_8673.pth,0.997
model_22_8674.pth,0.999
model_22_8675.pth,0.999
model_22_8676.pth,0.997
model_22_8677.pth,0.999
model_22_8678.pth,0.999
model_22_8679.pth,0.999
model_22_8680.pth,0.999
model_22_8681.pth,0.994
model_22_8682.pth,0.999
model_22_8683.pth,0.999
model_22_8684.pth,0.999
model_22_8685.pth,0.997
model_22_8686.pth,0.999
model_22_8687.pth,0.999
model_22_8688.pth,0.999
model_22_8689.pth,1.0
model_22_8690.pth,1.0
model_22_8691.pth,0.999
model_22_8692.pth,0.999
model_22_8693.pth,0.999
model_22_8694.pth,1.0
model_22_8695.pth,0.999
model_22_8696.pth,1.0
model_22_8697.pth,0.999
model_22_8698.pth,0.999
model_22_8699.pth,0.999
model_22_8700.pth,1.0
model_22_8701.pth,0.999
model_22_8702.pth,0.999
model_22_8703.pth,1.0
model_22_8704.pth,1.0
model_22_8705.pth,0.999
model_22_8706.pth,1.0
model_22_8707.pth,0.999
model_22_8708.pth,0.999
model_22_8709.pth,0.999
model_22_8710.pth,0.997
model_22_8711.pth,0.999
model_22_8712.pth,0.999
model_22_8713.pth,0.999
model_22_8714.pth,0.999
model_22_8715.pth,0.999
model_22_8716.pth,0.999
model_22_8717.pth,0.999
model_22_8718.pth,1.0
model_22_8719.pth,1.0
model_22_8720.pth,0.999
model_22_8721.pth,0.999
model_22_8722.pth,0.999
model_22_8723.pth,0.999
model_22_8724.pth,0.998
model_22_8725.pth,0.999
model_22_8726.pth,0.999
model_22_8727.pth,0.999
model_22_8728.pth,0.999
model_22_8729.pth,0.999
model_22_8730.pth,0.998
model_22_8731.pth,0.999
model_22_8732.pth,0.998
model_22_8733.pth,0.999
model_22_8734.pth,0.999
model_22_8735.pth,1.0
model_22_8736.pth,1.0
model_22_8737.pth,0.999
model_22_8738.pth,0.999
model_22_8739.pth,1.0
model_22_8740.pth,0.999
model_22_8741.pth,0.999
model_22_8742.pth,0.999
model_22_8743.pth,0.999
model_22_8744.pth,1.0
model_22_8745.pth,0.999
model_22_8746.pth,1.0
model_22_8747.pth,0.999
model_22_8748.pth,0.999
model_22_8749.pth,0.999
model_22_8750.pth,0.999
model_22_8751.pth,0.999
model_22_8752.pth,0.999
model_22_8753.pth,0.999
model_22_8754.pth,1.0
model_22_8755.pth,0.999
model_22_8756.pth,0.999
model_22_8757.pth,0.999
model_22_8758.pth,0.999
model_22_8759.pth,0.999
model_22_8760.pth,0.999
model_22_8761.pth,1.0
model_22_8762.pth,0.999
model_22_8763.pth,0.999
model_22_8764.pth,0.999
model_22_8765.pth,1.0
model_22_8766.pth,0.999
model_22_8767.pth,0.999
model_22_8768.pth,1.0
model_22_8769.pth,0.999
model_22_8770.pth,0.999
model_22_8771.pth,1.0
model_22_8772.pth,0.999
model_22_8773.pth,0.999
model_22_8774.pth,1.0
model_22_8775.pth,0.999
model_22_8776.pth,0.998
model_22_8777.pth,0.999
model_22_8778.pth,0.999
model_22_8779.pth,0.999
model_22_8780.pth,0.999
model_22_8781.pth,0.999
model_22_8782.pth,0.999
model_22_8783.pth,0.999
model_22_8784.pth,0.999
model_22_8785.pth,0.999
model_22_8786.pth,0.999
model_22_8787.pth,0.999
model_22_8788.pth,0.999
model_22_8789.pth,0.999
model_22_8790.pth,0.999
model_22_8791.pth,0.999
model_22_8792.pth,0.999
model_22_8793.pth,0.999
model_22_8794.pth,0.999
model_22_8795.pth,0.999
model_22_8796.pth,0.999
model_22_8797.pth,0.999
model_22_8798.pth,0.999
model_22_8799.pth,1.0
model_22_8800.pth,0.997
model_22_8801.pth,0.999
model_22_8802.pth,0.999
model_22_8803.pth,0.999
model_22_8804.pth,0.999
model_22_8805.pth,0.999
model_22_8806.pth,0.999
model_22_8807.pth,0.999
model_22_8808.pth,0.999
model_22_8809.pth,0.999
model_22_8810.pth,0.999
model_22_8811.pth,0.999
model_22_8812.pth,0.999
model_22_8813.pth,0.999
model_22_8814.pth,0.999
model_22_8815.pth,0.999
model_22_8816.pth,0.998
model_22_8817.pth,0.999
model_22_8818.pth,0.999
model_22_8819.pth,0.999
model_22_8820.pth,0.999
model_22_8821.pth,0.999
model_22_8822.pth,0.999
model_22_8823.pth,0.998
model_22_8824.pth,0.999
model_22_8825.pth,0.999
model_22_8826.pth,0.999
model_22_8827.pth,0.999
model_22_8828.pth,0.999
model_22_8829.pth,1.0
model_22_8830.pth,1.0
model_22_8831.pth,0.999
model_22_8832.pth,0.997
model_22_8833.pth,0.998
model_22_8834.pth,0.999
model_22_8835.pth,0.999
model_22_8836.pth,0.999
model_22_8837.pth,0.999
model_22_8838.pth,0.999
model_22_8839.pth,0.999
model_22_8840.pth,1.0
model_22_8841.pth,0.999
model_22_8842.pth,0.999
model_22_8843.pth,0.999
model_22_8844.pth,0.997
model_22_8845.pth,0.999
model_22_8846.pth,1.0
model_22_8847.pth,0.998
model_22_8848.pth,0.997
model_22_8849.pth,0.999
model_22_8850.pth,0.999
model_22_8851.pth,0.999
model_22_8852.pth,0.999
model_22_8853.pth,0.999
model_22_8854.pth,0.999
model_22_8855.pth,0.999
model_22_8856.pth,0.999
model_22_8857.pth,0.999
model_22_8858.pth,0.999
model_22_8859.pth,0.999
model_22_8860.pth,0.999
model_22_8861.pth,0.999
model_22_8862.pth,1.0
model_22_8863.pth,0.999
model_22_8864.pth,0.999
model_22_8865.pth,0.999
model_22_8866.pth,0.999
model_22_8867.pth,0.999
model_22_8868.pth,0.999
model_22_8869.pth,1.0
model_22_8870.pth,0.999
model_22_8871.pth,0.999
model_22_8872.pth,0.999
model_22_8873.pth,0.999
model_22_8874.pth,0.995
model_22_8875.pth,0.999
model_22_8876.pth,0.998
model_22_8877.pth,0.997
model_22_8878.pth,1.0
model_22_8879.pth,0.999
model_22_8880.pth,0.999
model_22_8881.pth,1.0
model_22_8882.pth,0.999
model_22_8883.pth,0.999
model_22_8884.pth,0.999
model_22_8885.pth,0.999
model_22_8886.pth,0.997
model_22_8887.pth,0.999
model_22_8888.pth,0.999
model_22_8889.pth,1.0
model_22_8890.pth,0.999
model_22_8891.pth,0.999
model_22_8892.pth,1.0
model_22_8893.pth,0.999
model_22_8894.pth,0.999
model_22_8895.pth,0.999
model_22_8896.pth,1.0
model_22_8897.pth,1.0
model_22_8898.pth,0.999
model_22_8899.pth,0.999
model_22_8900.pth,0.999
model_22_8901.pth,0.999
model_22_8902.pth,0.999
model_22_8903.pth,0.999
model_22_8904.pth,0.999
model_22_8905.pth,0.998
model_22_8906.pth,0.999
model_22_8907.pth,1.0
model_22_8908.pth,0.999
model_22_8909.pth,0.999
model_22_8910.pth,0.999
model_22_8911.pth,0.999
model_22_8912.pth,1.0
model_22_8913.pth,1.0
model_22_8914.pth,0.999
model_22_8915.pth,1.0
model_22_8916.pth,0.999
model_22_8917.pth,0.999
model_22_8918.pth,0.999
model_22_8919.pth,1.0
model_22_8920.pth,0.999
model_22_8921.pth,0.999
model_22_8922.pth,0.997
model_22_8923.pth,1.0
model_22_8924.pth,0.998
model_22_8925.pth,0.999
model_22_8926.pth,0.999
model_22_8927.pth,0.999
model_22_8928.pth,0.999
model_22_8929.pth,0.999
model_22_8930.pth,0.998
model_22_8931.pth,0.999
model_22_8932.pth,1.0
model_22_8933.pth,0.999
model_22_8934.pth,1.0
model_22_8935.pth,0.999
model_22_8936.pth,0.999
model_22_8937.pth,1.0
model_22_8938.pth,0.999
model_22_8939.pth,0.998
model_22_8940.pth,1.0
model_22_8941.pth,0.999
model_22_8942.pth,0.999
model_22_8943.pth,0.999
model_22_8944.pth,1.0
model_22_8945.pth,0.999
model_22_8946.pth,0.999
model_22_8947.pth,0.999
model_22_8948.pth,0.997
model_22_8949.pth,0.997
model_22_8950.pth,0.997
model_22_8951.pth,0.999
model_22_8952.pth,0.999
model_22_8953.pth,0.999
model_22_8954.pth,0.999
model_22_8955.pth,0.999
model_22_8956.pth,0.999
model_22_8957.pth,1.0
model_22_8958.pth,0.999
model_22_8959.pth,0.999
model_22_8960.pth,0.999
model_22_8961.pth,1.0
model_22_8962.pth,0.999
model_22_8963.pth,0.999
model_22_8964.pth,0.999
model_22_8965.pth,0.999
model_22_8966.pth,0.998
model_22_8967.pth,0.999
model_22_8968.pth,0.999
model_22_8969.pth,0.997
model_22_8970.pth,0.999
model_22_8971.pth,0.999
model_22_8972.pth,0.999
